,sofifa_id,height_cm,weight_kg,player_positions,weak_foot,work_rate,body_type,attacking_finishing,attacking_heading_accuracy,attacking_volleys,skill_dribbling,skill_long_passing,movement_reactions,movement_balance,power_stamina,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_sliding_tackle,F,Mid,D,Gk
14293,240538,185,79,3,3,Medium/Medium,Normal,67,64,47,53,38,50,66,41,59,29,17,51,46,59,47,21,59.5,50.07692307692308,38.42857142857143,8.0
14668,248740,188,76,3,2,High/Medium,Normal,62,68,53,50,43,54,60,56,49,53,27,57,50,64,48,20,58.5,51.15384615384615,42.0,9.8
17900,252156,181,71,3,3,Medium/Medium,Lean,53,42,48,57,32,52,61,62,48,31,14,42,50,58,46,15,52.0,45.76923076923077,33.857142857142854,9.2
12247,240807,188,72,3,3,Medium/Low,Lean,64,62,54,58,32,63,61,57,54,26,19,63,48,65,44,18,63.0,53.07692307692308,39.285714285714285,8.4
8609,214331,187,76,3,3,Medium/Low,Normal,69,74,67,57,53,62,49,54,61,55,24,69,52,71,66,26,66.0,56.23076923076923,45.0,10.8
15353,242917,170,65,3,3,Medium/Medium,Normal,64,50,52,70,43,56,71,59,57,31,12,58,53,68,60,13,61.0,54.61538461538461,40.285714285714285,11.2
15404,240946,180,66,3,3,Medium/Medium,Lean,61,46,42,63,40,51,62,57,55,39,15,54,43,67,48,15,59.5,51.15384615384615,37.57142857142857,9.8
11940,189515,185,77,3,2,Medium/Medium,Normal,65,64,62,58,48,61,73,65,43,71,27,64,47,61,59,30,62.5,55.46153846153846,47.714285714285715,8.8
9539,171083,179,64,3,3,High/Medium,Normal,69,59,66,62,45,65,85,69,62,88,26,66,57,61,68,18,65.5,58.23076923076923,45.0,9.4
3165,200911,183,75,3,4,Medium/Medium,Lean,72,70,71,71,67,71,62,72,69,61,22,73,76,80,72,30,73.5,68.0,52.857142857142854,12.2
16226,251171,184,76,3,3,Medium/Medium,Normal,60,58,50,54,38,48,62,64,55,38,23,54,48,66,52,14,58.0,50.15384615384615,39.857142857142854,12.2
5847,236692,184,73,3,3,Medium/Medium,Lean,68,68,68,71,45,64,66,73,65,36,19,70,58,55,63,15,69.5,59.92307692307692,43.285714285714285,8.8
15483,229731,180,74,3,3,Medium/Medium,Normal,59,56,56,56,41,50,67,69,51,49,20,55,40,59,52,11,57.5,49.61538461538461,39.285714285714285,8.8
11715,235033,189,77,3,3,Medium/Low,Normal,68,67,52,65,35,61,54,65,56,30,18,61,54,56,52,14,64.5,54.46153846153846,41.42857142857143,9.4
6529,216479,185,80,3,3,Medium/Medium,Normal,68,67,51,67,41,66,55,58,66,60,39,69,46,63,63,24,69.0,60.07692307692308,51.0,10.2
2336,227394,183,76,3,3,High/Medium,Normal,78,79,70,68,51,70,67,69,66,53,28,74,56,65,60,23,72.5,62.07692307692308,49.714285714285715,10.6
15640,241969,179,77,3,3,Medium/Medium,Normal,53,52,39,67,27,55,71,62,48,32,19,58,44,55,43,16,60.0,50.61538461538461,39.142857142857146,10.0
4088,230978,185,84,3,2,Medium/Medium,Stocky,74,68,63,68,52,63,69,66,61,64,14,69,53,68,58,18,69.5,59.46153846153846,46.0,8.8
11849,163049,183,77,3,3,High/Medium,Lean,63,55,54,63,50,62,63,79,50,62,26,60,58,64,60,22,64.0,58.23076923076923,47.714285714285715,10.6
12900,169907,173,71,3,3,Medium/Medium,Lean,64,55,57,62,40,61,90,77,54,36,24,57,57,58,60,15,62.5,55.0,43.857142857142854,13.2
9549,173166,184,80,3,3,Medium/Medium,Stocky,63,67,61,59,45,63,66,63,57,55,44,63,57,62,61,29,64.5,57.61538461538461,50.285714285714285,14.0
17687,240609,175,63,3,2,High/Low,Normal,54,49,33,53,29,47,77,66,44,35,13,53,38,54,44,15,53.5,45.30769230769231,35.857142857142854,11.4
5679,246973,184,83,3,3,Medium/Medium,Lean,72,75,59,63,48,56,59,51,59,50,21,70,52,72,54,11,68.0,57.76923076923077,43.42857142857143,10.4
11567,210326,193,88,3,3,Medium/Medium,Normal,60,72,57,64,53,57,34,63,57,50,16,65,51,72,60,19,62.5,54.69230769230769,42.57142857142857,11.2
3214,212107,191,90,3,3,High/Low,Normal,77,76,60,66,43,62,47,55,65,70,15,78,44,69,69,19,71.0,58.38461538461539,46.714285714285715,11.2
15288,228795,176,76,3,3,Medium/Low,Lean,61,54,50,58,44,51,66,56,57,60,12,58,48,66,55,16,60.0,51.61538461538461,39.142857142857146,12.6
3091,189099,189,77,3,3,High/Medium,Lean,72,72,64,77,43,66,65,76,62,64,26,73,58,71,71,19,72.5,62.92307692307692,48.57142857142857,12.0
89,192505,190,94,3,4,Medium/Medium,Stocky,84,85,77,78,71,84,46,75,74,71,27,86,73,78,81,30,82.5,72.61538461538461,57.42857142857143,10.8
4605,199563,188,78,3,4,Medium/Medium,Normal,72,78,66,63,41,68,52,72,56,56,12,72,52,56,65,16,69.0,57.46153846153846,44.714285714285715,11.6
18148,242011,175,75,3,3,High/Low,Normal,56,50,37,44,25,52,72,37,47,32,10,50,47,62,47,17,50.0,42.23076923076923,33.0,8.8
10871,207902,184,77,3,3,Medium/Medium,Stocky,64,62,52,62,51,64,65,56,59,32,38,64,53,68,57,38,65.0,59.23076923076923,50.57142857142857,11.0
1501,184789,193,90,3,3,Medium/Medium,Normal,80,84,68,69,48,77,59,62,64,74,41,78,65,76,75,13,74.0,65.38461538461539,52.42857142857143,11.4
2244,226591,182,70,3,4,High/Low,Lean,77,69,73,73,49,69,56,66,73,55,39,76,67,76,71,21,74.5,65.61538461538461,52.0,10.2
6565,229683,185,79,3,3,Medium/Medium,Normal,69,62,64,70,50,65,59,63,70,36,19,68,63,73,67,21,69.5,61.07692307692308,44.142857142857146,11.4
2510,192663,194,93,3,4,High/High,Normal,77,82,72,64,41,70,43,76,66,79,29,77,69,71,78,24,73.0,62.30769230769231,52.57142857142857,9.0
7085,202043,185,73,3,3,High/High,Lean,69,64,56,64,42,70,73,80,55,83,38,75,63,62,65,33,68.5,61.92307692307692,55.0,12.0
12729,237800,181,77,3,3,High/Low,Normal,67,69,47,47,47,56,63,69,52,65,16,53,64,66,53,17,61.5,54.38461538461539,43.142857142857146,11.0
8585,209017,185,83,3,3,Medium/Medium,Normal,61,74,61,69,51,51,48,70,60,36,19,67,50,64,71,22,66.0,57.53846153846154,46.142857142857146,11.4
9077,243456,178,77,3,3,High/High,Normal,66,64,52,64,50,63,72,73,58,55,46,64,55,62,58,42,65.5,60.84615384615385,56.57142857142857,9.0
561,223578,185,79,3,3,High/Medium,Normal,84,75,72,79,51,84,41,72,71,80,19,84,66,76,76,29,79.5,68.46153846153847,53.0,9.6
7460,199510,192,86,3,2,High/High,Normal,72,77,62,54,44,69,42,73,58,73,19,73,57,73,65,15,65.5,56.0,44.857142857142854,12.8
15052,225519,183,78,3,3,Medium/Low,Normal,61,61,54,58,52,50,56,61,56,34,16,62,44,51,45,18,59.0,51.38461538461539,42.857142857142854,11.8
11852,164339,183,79,3,2,Medium/Low,Normal,64,70,65,54,57,64,56,38,56,77,26,63,55,58,64,27,62.5,56.07692307692308,48.42857142857143,8.4
7526,210031,185,79,3,3,Medium/Low,Normal,70,72,68,64,46,63,56,75,56,72,24,69,53,70,70,26,67.5,59.53846153846154,49.0,11.4
171,231677,186,70,3,3,High/High,Lean,81,72,76,85,63,81,75,87,79,73,42,84,75,76,78,33,83.5,76.6923076923077,62.714285714285715,10.6
15886,245721,175,69,3,2,High/Low,Lean,60,60,40,55,40,55,76,56,55,40,20,60,48,67,50,20,58.5,51.38461538461539,42.0,11.8
9347,240963,181,82,3,5,High/Low,Normal,65,69,57,61,39,59,57,58,59,49,27,63,47,65,55,21,65.0,54.38461538461539,45.142857142857146,10.2
16058,237423,187,80,3,3,Medium/Low,Normal,56,55,51,55,40,51,67,68,43,31,22,54,53,53,54,22,58.5,52.38461538461539,42.857142857142854,9.4
16468,245389,182,78,3,3,Medium/Medium,Lean,57,53,43,52,38,53,66,58,51,40,23,56,51,70,51,21,57.5,51.15384615384615,42.42857142857143,9.6
1938,178091,186,90,3,3,High/High,Stocky,72,77,66,71,36,70,45,67,67,73,21,73,62,66,74,20,74.0,63.69230769230769,50.285714285714285,6.8
5684,239592,177,73,3,4,High/Medium,Lean,72,66,60,68,42,62,74,56,62,40,13,68,55,72,62,20,68.5,58.84615384615385,42.42857142857143,8.4
9380,208989,183,79,3,4,Medium/Low,Normal,66,62,55,64,43,60,64,71,59,57,18,65,45,62,65,20,66.0,55.92307692307692,44.0,10.8
13866,199881,189,89,3,3,High/Medium,Stocky,60,65,59,53,33,61,41,62,57,73,20,58,41,60,59,15,59.5,50.46153846153846,42.42857142857143,12.4
4183,214096,194,86,3,3,Medium/Medium,Lean,71,75,68,67,45,68,47,67,69,61,26,71,53,59,64,22,69.0,58.92307692307692,48.285714285714285,9.6
13241,246230,185,75,3,3,Medium/Medium,Normal,62,59,61,65,48,53,58,69,59,63,16,53,49,60,50,20,62.0,54.53846153846154,41.714285714285715,11.2
6266,164559,183,77,3,4,High/High,Lean,74,69,70,62,46,76,61,73,62,67,46,81,61,72,70,44,68.0,62.23076923076923,56.714285714285715,11.0
630,204529,185,88,3,5,Medium/Low,Normal,81,75,82,78,36,79,76,65,74,63,23,83,62,67,81,22,79.0,66.6923076923077,52.285714285714285,11.4
14480,243964,185,76,3,3,Medium/Medium,Normal,61,61,55,56,48,58,64,63,60,56,21,56,58,60,56,23,61.0,54.15384615384615,43.285714285714285,6.4
4546,190058,177,70,3,3,Medium/Medium,Lean,76,59,64,66,64,64,77,76,68,64,22,79,63,64,74,27,71.0,64.76923076923077,49.714285714285715,11.0
2297,213620,175,72,3,3,Medium/Low,Normal,77,71,66,72,64,67,69,71,69,39,21,75,57,68,68,18,74.0,63.84615384615385,45.857142857142854,10.8
1034,221479,187,71,3,3,High/Medium,Lean,70,81,65,76,44,75,64,80,63,73,34,77,64,72,69,23,76.5,67.92307692307692,57.0,10.0
3772,183211,190,86,3,2,Medium/Medium,Normal,71,80,71,67,53,65,54,63,69,76,44,79,64,71,74,39,71.5,65.07692307692308,57.57142857142857,11.8
14869,236829,190,84,3,3,Medium/Medium,Normal,60,66,52,61,23,49,44,65,50,50,24,57,43,57,55,24,59.0,49.46153846153846,42.142857142857146,12.4
9101,213815,188,89,3,4,High/Medium,Normal,66,59,53,64,39,64,62,68,61,61,17,59,55,52,51,28,66.0,57.23076923076923,48.857142857142854,11.6
3345,229448,184,75,3,3,High/Low,Lean,73,70,66,69,46,63,61,78,63,62,19,72,57,65,62,19,72.0,61.15384615384615,46.285714285714285,10.0
2356,203736,185,88,3,3,Medium/Medium,Normal,77,71,59,71,39,69,73,71,63,54,23,74,51,61,63,15,73.0,62.46153846153846,47.285714285714285,12.2
1190,188955,178,80,3,4,Medium/Low,Normal,77,74,70,77,61,74,75,79,73,52,39,78,71,71,78,21,77.5,69.6923076923077,52.57142857142857,10.0
15601,240524,185,75,3,4,Medium/Medium,Normal,54,52,54,60,49,45,64,64,48,51,20,52,45,53,52,32,59.5,54.76923076923077,48.57142857142857,9.6
12019,206408,188,82,3,3,Medium/Low,Stocky,65,73,69,52,33,57,55,45,62,78,22,65,41,56,58,22,62.0,50.84615384615385,42.285714285714285,12.4
17804,252526,185,76,3,3,Medium/Medium,Lean,58,45,37,53,32,52,57,54,46,29,17,44,50,67,47,15,52.0,45.07692307692308,34.285714285714285,11.4
4468,172696,185,83,3,3,Medium/Medium,Normal,69,74,69,59,35,69,60,80,50,43,15,71,49,73,71,11,68.5,56.46153846153846,44.42857142857143,9.0
11354,236553,185,78,3,3,Medium/Medium,Normal,65,55,59,63,35,58,68,74,58,42,16,61,50,57,48,15,64.0,54.61538461538461,41.42857142857143,9.2
16954,245400,183,79,3,3,Medium/Low,Normal,55,57,44,53,45,50,56,55,41,39,22,48,48,52,52,23,56.0,50.15384615384615,42.285714285714285,9.6
2932,205188,186,82,3,3,High/Medium,Normal,76,67,55,69,45,67,47,64,70,49,36,72,66,55,67,11,72.5,63.46153846153846,49.0,10.8
6354,187942,193,86,3,3,Medium/Medium,Normal,66,82,66,63,50,60,52,53,63,74,36,69,42,65,56,23,66.5,57.46153846153846,49.57142857142857,9.6
10771,186112,188,87,3,2,Medium/Low,Stocky,63,61,56,56,46,65,61,77,53,70,29,67,56,73,58,31,63.5,56.30769230769231,50.714285714285715,12.6
5592,224137,179,60,3,4,High/Low,Normal,70,65,57,63,35,68,63,70,66,33,17,68,58,59,57,16,69.0,57.84615384615385,43.857142857142854,11.0
1693,220715,178,78,3,3,Medium/Medium,Normal,76,75,67,74,47,73,76,75,64,44,29,74,56,66,68,28,74.0,64.07692307692308,53.857142857142854,9.6
3809,188616,169,65,3,4,High/Medium,Normal,69,49,74,77,59,80,94,74,64,38,14,82,74,76,75,22,75.0,69.53846153846153,50.42857142857143,3.0
6148,195126,185,80,3,3,High/Medium,Normal,68,73,63,62,64,68,66,92,59,86,33,71,62,62,63,38,67.5,61.23076923076923,53.142857142857146,10.8
6948,237524,191,80,3,3,Medium/Low,Normal,67,71,49,61,47,60,60,70,60,58,35,70,49,69,59,24,67.0,58.76923076923077,50.857142857142854,11.2
5361,184845,186,89,3,4,High/Medium,Normal,73,72,66,64,45,66,34,70,58,74,24,67,59,62,70,24,68.5,60.46153846153846,50.857142857142854,11.2
1361,204366,185,87,3,4,High/Medium,Normal,74,66,70,74,70,74,63,66,71,74,37,71,69,69,76,31,75.0,68.92307692307692,55.142857142857146,9.6
716,194728,191,86,3,2,High/Medium,Lean,80,77,72,83,62,73,53,75,67,82,29,78,72,66,73,15,78.5,70.84615384615384,54.42857142857143,10.4
15608,245530,175,70,3,3,High/Low,Normal,62,55,51,61,42,59,75,53,57,31,19,54,52,66,50,18,59.5,51.30769230769231,38.0,11.2
17711,240143,188,85,3,3,Medium/Medium,Lean,54,56,32,56,32,54,49,36,44,32,17,45,45,63,42,10,53.5,45.38461538461539,34.285714285714285,9.4
7331,182837,180,77,3,4,Medium/Low,Normal,62,53,68,70,57,66,76,52,63,65,28,68,69,60,66,43,69.5,66.0,54.857142857142854,11.4
7185,216688,187,83,3,3,Medium/Medium,Normal,68,72,64,59,44,59,62,61,66,59,33,69,53,65,59,14,66.0,56.84615384615385,45.0,8.0
7528,210329,171,70,3,3,Medium/Low,Normal,64,53,64,76,63,67,90,67,72,51,31,66,70,59,64,23,70.0,66.76923076923077,49.0,10.0
4411,235320,195,81,3,2,Medium/High,Lean,73,78,58,63,53,64,52,72,66,68,42,71,52,68,67,30,69.0,61.84615384615385,56.142857142857146,10.6
18186,243537,178,67,3,3,Medium/Medium,Lean,54,42,44,53,29,37,72,54,42,31,19,44,34,45,36,20,50.0,44.23076923076923,35.42857142857143,10.6
6820,221095,173,69,3,3,Medium/Medium,Normal,69,55,62,68,39,64,88,58,58,57,17,67,57,69,59,15,68.0,59.0,45.285714285714285,11.0
18148,242011,175,75,3,3,High/Low,Normal,56,50,37,44,25,52,72,37,47,32,10,50,47,62,47,17,50.0,42.23076923076923,33.0,8.8
4943,227040,188,82,3,3,High/Low,Lean,72,78,55,60,54,66,61,68,63,85,14,70,53,74,67,29,68.5,58.15384615384615,47.42857142857143,12.6
10392,230121,186,85,3,3,Medium/Low,Normal,65,56,55,60,47,62,68,74,49,67,13,66,56,63,60,11,65.0,57.0,44.42857142857143,11.6
16675,207950,183,80,3,3,High/High,Normal,51,53,48,53,41,56,59,61,46,40,15,55,46,57,55,16,57.0,50.38461538461539,41.57142857142857,14.0
17804,252526,185,76,3,3,Medium/Medium,Lean,58,45,37,53,32,52,57,54,46,29,17,44,50,67,47,15,52.0,45.07692307692308,34.285714285714285,11.4
4440,150594,184,84,3,3,Medium/Low,Normal,77,75,76,53,32,73,59,53,68,46,24,81,54,68,78,15,69.0,56.0,41.285714285714285,9.4
10170,229367,185,91,3,3,Medium/Medium,Normal,65,60,57,62,41,57,67,71,62,59,29,63,53,64,61,29,64.0,57.30769230769231,49.142857142857146,10.6
11202,242598,176,63,3,3,High/Low,Lean,65,63,57,63,59,51,78,66,63,32,18,54,53,66,45,17,63.5,57.38461538461539,42.285714285714285,11.4
15168,251508,186,71,3,3,Medium/Medium,Stocky,59,63,45,49,33,48,68,79,46,50,40,60,43,59,45,22,59.0,52.69230769230769,47.857142857142854,6.0
544,199110,179,79,3,4,High/Medium,Stocky,78,65,75,85,55,80,80,71,66,50,16,81,73,74,75,22,80.5,71.46153846153847,51.142857142857146,9.6
3271,230513,175,73,3,3,Medium/Medium,Normal,74,67,73,70,62,73,83,67,69,50,23,68,73,56,71,20,73.5,66.84615384615384,48.57142857142857,10.2
12148,250767,183,81,3,3,Medium/Medium,Stocky,69,56,58,64,46,49,59,68,58,30,12,64,46,63,50,15,63.5,54.0,39.142857142857146,8.2
16950,242276,187,76,3,2,Medium/Low,Normal,54,55,40,52,38,53,73,59,53,46,20,54,49,63,51,34,55.5,49.46153846153846,42.857142857142854,11.2
15477,248015,178,77,3,2,Medium/Medium,Normal,61,48,52,59,42,54,74,56,32,31,18,60,53,46,42,25,59.5,53.61538461538461,41.285714285714285,7.8
3017,172960,183,78,3,3,Medium/Low,Normal,76,72,72,67,46,69,69,67,64,55,22,80,56,70,70,24,72.5,62.30769230769231,48.857142857142854,12.0
8969,213152,185,85,3,3,Medium/Medium,Stocky,65,63,49,61,45,54,60,63,55,63,39,66,52,64,55,28,65.0,57.46153846153846,48.0,11.8
2635,230503,175,70,3,3,Medium/Medium,Normal,74,70,76,62,52,75,67,61,77,55,31,77,51,77,65,12,73.0,61.30769230769231,45.57142857142857,9.6
6681,231184,188,77,3,4,Medium/Medium,Lean,72,69,54,69,62,61,53,48,60,31,20,66,68,71,53,20,68.5,61.61538461538461,43.42857142857143,10.4
17305,230128,174,65,3,2,High/Medium,Normal,56,61,36,54,38,46,77,52,46,31,17,48,42,57,49,14,54.5,47.53846153846154,37.857142857142854,10.0
8285,190583,194,86,3,3,High/Medium,Lean,66,73,55,60,35,65,46,75,55,65,28,67,59,63,58,24,66.5,58.07692307692308,48.714285714285715,11.8
10753,182427,188,80,3,3,Medium/Low,Lean,62,72,57,57,48,64,59,63,47,58,11,71,44,48,59,24,63.0,53.76923076923077,43.57142857142857,10.0
4411,235320,195,81,3,2,Medium/High,Lean,73,78,58,63,53,64,52,72,66,68,42,71,52,68,67,30,69.0,61.84615384615385,56.142857142857146,10.6
12552,240999,184,81,3,3,Medium/Medium,Normal,63,66,52,59,44,60,58,65,54,57,22,60,53,55,58,17,62.0,54.53846153846154,44.57142857142857,9.0
14194,236955,184,76,3,2,Medium/Low,Lean,64,51,36,56,29,55,64,63,43,23,14,58,46,54,42,12,60.5,50.84615384615385,38.857142857142854,10.2
13648,233581,174,71,3,2,Medium/Low,Normal,64,45,47,64,60,60,71,39,58,55,39,65,61,53,63,41,64.0,60.76923076923077,50.142857142857146,10.4
12385,235194,183,73,3,2,Medium/Medium,Lean,66,53,50,64,41,57,61,51,58,31,21,62,58,55,52,21,63.0,55.23076923076923,39.857142857142854,8.8
14347,246289,171,67,3,3,Medium/Medium,Lean,58,62,55,55,66,56,76,59,54,41,24,59,54,57,57,41,61.5,58.46153846153846,49.0,9.6
8609,214331,187,76,3,3,Medium/Low,Normal,69,74,67,57,53,62,49,54,61,55,24,69,52,71,66,26,66.0,56.23076923076923,45.0,10.8
12623,205311,188,79,3,3,High/Medium,Normal,62,60,56,61,45,56,55,73,58,32,27,62,61,68,60,19,62.5,55.76923076923077,43.285714285714285,13.6
16812,238343,184,84,3,2,Medium/Medium,Normal,56,54,43,53,45,47,59,55,46,49,26,55,39,52,50,15,55.0,48.76923076923077,38.857142857142854,10.8
12432,231652,189,77,3,2,High/Low,Lean,64,61,45,59,39,61,63,61,65,39,14,64,57,67,59,18,63.0,53.92307692307692,42.42857142857143,7.0
14976,247344,171,68,3,3,Medium/High,Normal,62,54,45,63,49,58,83,73,55,29,15,56,47,56,48,10,61.0,53.15384615384615,37.857142857142854,9.4
10763,183712,185,79,3,3,Medium/High,Stocky,69,71,61,44,38,66,57,53,57,81,39,68,46,67,58,28,62.0,51.76923076923077,47.57142857142857,7.8
8111,201978,190,80,3,4,Medium/Medium,Lean,66,71,65,61,33,68,58,70,58,65,26,69,59,56,64,24,67.0,59.15384615384615,51.142857142857146,10.2
15749,220306,189,74,3,3,High/Medium,Normal,55,63,57,50,42,55,66,64,51,59,17,54,52,59,55,21,57.5,51.15384615384615,45.285714285714285,10.0
4760,239956,180,65,3,4,High/Medium,Normal,69,59,62,73,45,74,74,67,59,44,23,66,53,65,68,18,71.0,61.30769230769231,46.42857142857143,11.0
10609,200701,185,83,3,4,Medium/Low,Stocky,64,65,64,57,47,63,57,73,61,51,17,66,41,48,64,20,64.0,54.84615384615385,44.285714285714285,11.8
8855,222878,179,63,3,4,High/High,Normal,69,59,54,65,40,59,74,74,60,32,31,62,61,68,63,18,67.0,59.84615384615385,48.57142857142857,11.0
2244,226591,182,70,3,4,High/Low,Lean,77,69,73,73,49,69,56,66,73,55,39,76,67,76,71,21,74.5,65.61538461538461,52.0,10.2
14690,246784,180,70,3,3,High/Medium,Normal,59,57,55,52,43,55,75,43,53,53,22,59,51,61,53,21,59.5,51.76923076923077,42.42857142857143,10.4
9408,243364,176,70,3,3,High/Medium,Lean,67,55,69,65,44,66,73,72,61,43,22,70,54,63,59,16,66.5,58.84615384615385,46.142857142857146,11.6
5229,251708,189,84,3,3,High/Medium,Normal,79,83,70,61,49,59,59,78,65,72,30,69,46,67,57,40,68.0,59.15384615384615,51.142857142857146,9.6
3004,165788,186,88,3,3,Medium/Medium,Normal,74,83,71,69,63,74,57,65,63,71,33,77,63,73,72,45,71.5,65.23076923076923,57.857142857142854,11.2
9047,225933,171,66,3,2,High/Low,Normal,68,62,63,69,35,68,88,61,62,53,13,65,57,65,63,22,67.5,57.15384615384615,41.57142857142857,10.8
8364,146121,180,79,3,3,High/High,Normal,67,69,66,63,48,67,67,55,60,86,35,70,58,73,72,44,67.0,59.92307692307692,53.42857142857143,10.4
15976,237737,182,69,3,3,Medium/Medium,Lean,67,60,49,55,36,59,72,57,52,29,19,56,50,70,47,19,57.5,49.76923076923077,36.857142857142854,11.4
8079,226127,188,80,3,3,Medium/Medium,Lean,69,71,61,64,43,62,52,54,62,38,14,66,45,68,61,22,66.0,56.0,44.0,10.4
14406,233679,187,78,3,3,High/Low,Lean,51,63,51,60,51,56,40,62,49,53,36,62,51,50,54,31,61.0,57.46153846153846,49.285714285714285,9.6
10426,210726,183,78,3,4,High/Medium,Normal,64,66,32,61,36,57,79,74,50,74,12,69,51,61,64,20,65.0,56.15384615384615,45.142857142857146,8.6
17605,247321,168,59,3,2,Medium/Medium,Lean,58,42,48,54,33,46,89,46,50,34,19,52,50,56,49,16,55.0,48.30769230769231,34.142857142857146,8.2
17711,240143,188,85,3,3,Medium/Medium,Lean,54,56,32,56,32,54,49,36,44,32,17,45,45,63,42,10,53.5,45.38461538461539,34.285714285714285,9.4
8290,193422,185,72,3,4,High/Low,Lean,69,66,66,62,36,61,65,65,61,34,22,68,60,60,62,23,67.0,57.76923076923077,46.857142857142854,12.2
14575,212683,194,92,3,2,High/High,Normal,61,68,49,52,27,62,53,64,50,60,12,62,48,59,56,16,59.0,49.23076923076923,40.714285714285715,12.8
11498,251452,186,74,3,3,Medium/Medium,Normal,67,69,57,64,37,54,62,54,63,37,14,66,48,73,51,18,63.0,52.38461538461539,39.42857142857143,9.2
9721,203927,187,87,3,3,Medium/Medium,Normal,67,66,56,66,57,58,38,65,65,57,42,57,57,67,59,39,65.5,61.46153846153846,54.57142857142857,11.4
17112,240715,173,63,3,2,High/High,Lean,54,36,50,58,44,54,88,63,46,46,15,53,52,56,55,15,56.5,51.0,39.42857142857143,8.8
14757,251540,179,77,3,4,High/Low,Lean,65,55,50,62,50,55,73,47,57,33,13,51,55,68,45,13,59.5,51.69230769230769,36.0,10.4
14347,246289,171,67,3,3,Medium/Medium,Lean,58,62,55,55,66,56,76,59,54,41,24,59,54,57,57,41,61.5,58.46153846153846,49.0,9.6
273,195093,189,93,3,4,Medium/Low,Normal,84,84,70,76,50,81,38,70,76,75,35,87,78,80,78,30,82.0,72.07692307692308,57.42857142857143,13.6
17667,252142,178,77,3,3,High/Medium,Normal,53,37,44,60,34,43,66,52,58,27,12,45,46,55,48,10,54.5,48.84615384615385,34.857142857142854,11.6
5377,188274,186,84,3,3,High/Medium,Normal,67,73,60,67,61,66,50,62,69,70,21,68,59,67,60,12,70.0,61.84615384615385,47.857142857142854,11.0
6357,188305,188,88,3,4,Medium/Medium,Normal,69,70,71,63,53,66,54,63,66,78,33,68,44,73,71,14,68.0,58.76923076923077,45.285714285714285,9.2
17233,248387,177,69,3,3,Medium/Medium,Normal,60,41,52,59,31,43,72,36,57,28,10,46,47,59,50,16,55.5,47.92307692307692,34.42857142857143,10.6
17800,251580,183,71,3,3,High/Medium,Normal,53,41,43,58,39,48,63,50,50,25,18,50,51,60,45,12,52.5,46.53846153846154,32.857142857142854,10.6
11965,192688,196,96,3,3,Low/Low,Normal,67,75,63,55,42,63,29,67,56,69,23,64,62,61,56,15,62.5,53.30769230769231,41.142857142857146,12.4
14398,225001,188,78,3,3,Medium/Medium,Normal,58,62,51,55,38,54,66,67,52,58,23,60,54,59,54,19,60.0,52.69230769230769,42.285714285714285,1.0
16675,207950,183,80,3,3,High/High,Normal,51,53,48,53,41,56,59,61,46,40,15,55,46,57,55,16,57.0,50.38461538461539,41.57142857142857,14.0
2893,206626,185,81,3,5,Medium/Medium,Normal,73,72,65,67,43,64,64,68,67,66,30,74,59,63,56,46,72.0,63.53846153846154,55.142857142857146,12.4
17249,245450,180,77,3,3,Medium/Low,Normal,60,40,48,52,41,51,65,31,53,33,19,47,48,40,41,18,54.0,45.84615384615385,34.42857142857143,9.6
14106,247080,166,60,3,3,Medium/Medium,Lean,63,67,43,65,49,52,91,62,58,28,17,60,52,74,46,13,61.5,53.15384615384615,37.0,9.8
6357,188305,188,88,3,4,Medium/Medium,Normal,69,70,71,63,53,66,54,63,66,78,33,68,44,73,71,14,68.0,58.76923076923077,45.285714285714285,9.2
3476,251611,186,80,3,3,Medium/Medium,Normal,77,78,61,65,61,68,55,67,65,71,61,68,65,68,69,35,71.0,66.23076923076923,60.57142857142857,9.8
188,205693,190,82,3,2,High/Medium,Lean,85,86,82,76,45,84,53,72,67,76,36,84,75,91,82,55,81.5,72.46153846153847,63.857142857142854,8.0
5206,215374,180,64,3,3,Medium/Medium,Normal,70,67,58,71,53,70,67,64,42,46,27,73,55,65,71,23,69.5,60.46153846153846,47.42857142857143,9.4
1993,189795,190,81,3,4,Medium/Low,Normal,74,74,72,65,52,76,61,69,61,83,47,75,73,73,76,28,74.0,65.92307692307692,55.714285714285715,11.2
18169,246313,171,56,3,3,Medium/Medium,Lean,52,49,37,43,34,50,75,53,46,32,19,50,44,59,49,10,49.0,43.0,32.142857142857146,11.4
5025,239303,188,72,3,3,High/Medium,Lean,68,66,57,66,38,69,59,74,61,58,39,69,60,60,74,29,69.5,61.92307692307692,53.714285714285715,8.2
17928,251842,173,66,3,3,High/Low,Lean,51,64,40,47,27,41,66,60,41,51,23,49,44,53,47,18,51.5,44.15384615384615,37.142857142857146,13.0
6021,199569,183,81,3,3,High/Medium,Lean,67,69,70,66,65,70,72,64,66,70,36,71,68,77,69,26,69.5,64.07692307692308,51.285714285714285,10.2
10697,157482,173,71,3,3,High/High,Stocky,64,62,58,64,51,69,75,80,60,78,49,66,62,71,63,49,65.5,63.15384615384615,59.857142857142854,10.4
